29000,0.423806,0.408838,0.404989,0.465716,0.57434,3.91774,4.33898,4.03065,4.27783,4.30905,,0.4555378,0.169351,4.17485,0.42124
30000,0.502922,0.506771,0.505488,0.502494,0.509337,4.08881,4.08325,4.08581,4.09479,4.08581,,0.5054024,0.006843,4.087694,0.01154
31000,0.531147,0.49779,0.492231,0.464861,0.538417,4.17648,3.89722,4.11874,3.89893,3.85274,,0.5048892,0.073556,3.988822,0.32374
32000,0.453314,0.502067,0.449893,0.477263,0.445189,4.1119,3.6573,3.6774,3.65303,3.61668,,0.4655452,0.056878,3.743262,0.49522
33000,0.496935,0.469565,0.457163,0.457591,0.491803,3.46742,3.65474,3.75053,3.50506,3.57263,,0.4746114,0.039772,3.590076,0.28311
34000,0.471276,0.469565,0.475124,0.50335,0.535851,5.04248,4.85431,4.70121,4.64732,4.90734,,0.4910332,0.066286,4.830532,0.39516
35000,0.518318,0.486671,0.513613,0.491803,0.7531,4.49465,4.49893,4.54383,4.53228,4.55196,,0.552701,0.266429,4.52433,0.05731
36000,0.689807,0.716322,0.652173,0.651318,0.652601,4.63578,4.72473,4.62252,4.67897,4.80171,,0.6724442,0.065004,4.692742,0.17919
37000,0.54697,0.745402,0.367355,0.369066,0.3665,4.72088,5.10449,5.17505,4.89066,4.87783,,0.4790586,0.378902,4.953782,0.45417
38000,0.369494,0.37206,0.379757,0.334854,0.336564,5.19173,5.11689,5.07926,5.13656,5.08182,,0.3585458,0.044903,5.121252,0.11247
39000,0.3866,0.410976,0.440912,0.436635,0.387883,5.19643,5.13228,5.66172,5.22893,5.11047,,0.4126012,0.054312,5.265966,0.55125
40000,0.363934,0.394725,0.363934,0.394725,0.393442,5.32729,5.24604,5.42394,5.64761,5.28025,,0.382152,0.030791,5.385026,0.40157
